time,ANG_1,VOL_1,ANG_2,VOL_2,ANG_3,VOL_3,ANG_4,VOL_4,ANG_5,VOL_5,ANG_6,VOL_6,ANG_7,VOL_7,ANG_8,VOL_8,ANG_9,VOL_9
179,1.0,1.0,0.862101206672779,1.0,0.9708399254437778,0.5,0.6552394629702786,0.8159622386354596,0.5819242866922962,0.6813774994550083,0.9709424945043268,0.8518388361705375,0.8924734190992897,0.7373862251029136,0.861135782450919,0.7254314840155455,0.7549684555089414,0.7380439520734345
45,1.0,1.0,0.853680366568593,0.5,0.9585978047588248,0.5,0.6560020572908428,0.8226607342665603,0.5811740549735566,0.6848001485261735,0.9587456300956889,0.852469065238997,0.8813413327531324,0.7384070297837343,0.85287031295961,0.7328807413475228,0.7568208256264058,0.7485209067910933
9,1.0,1.0,0.8785806504912805,0.75,0.9886633899370426,1.0,0.6742859970990397,0.8210823428773887,0.6030607884442545,0.6966769406983261,0.9887063657917285,0.852495769956338,0.9086906750077834,0.7383622524659125,0.8774594412300109,0.7257085414659438,0.770968486046907,0.7394298714557939
101,1.0,1.0,0.8460838950078015,0.5,0.9540898978118416,0.0,0.6412608093907917,0.8160724403449816,0.5727348596391769,0.6798200901790526,0.9542488373280392,0.8513131178833593,0.877228605001639,0.7366484232613851,0.845267119396363,0.7248851051999782,0.7377457562146678,0.7366532163270835
185,1.0,1.0,0.8814898835547953,0.75,0.992513407315463,0.0,0.6692751520529581,0.8129443396329861,0.5923305090101356,0.6821944654044011,0.9925408358560903,0.8519687877113917,0.9121932349819034,0.7375022770786479,0.880309323580459,0.7225692641274896,0.7713217831854685,0.734746433693588
98,1.0,1.0,0.8478086015836748,0.75,0.9544822482257073,1.0,0.6547362444245726,0.8288353196709409,0.5930043694706261,0.7029692703536294,0.9546437198882178,0.8522888249952617,0.8775876842160855,0.738202187723011,0.8470271338215968,0.7300835942744632,0.7443620756775365,0.7447339908088005
81,1.0,1.0,0.872691884152105,0.75,0.9834706011325046,0.25,0.6655484507617518,0.8181361715553478,0.5958592371872732,0.6920048570577093,0.9835296186212464,0.8519741198170256,0.9039621397512558,0.7375733700037914,0.8716012320871511,0.7230957466779592,0.7615279342584643,0.7354787318108338
87,1.0,1.0,0.849459071439633,0.75,0.9581398012706155,0.75,0.6465595289594727,0.8192671176112843,0.581364212485776,0.6884092326223457,0.9582853479526711,0.8514994102247332,0.8809119798674497,0.7369406699986993,0.8486070704139019,0.7246095768048774,0.7398325073453556,0.7366224237836483
24,1.0,1.0,0.8632594895927785,0.5,0.9703330288843467,1.0,0.6589303963816893,0.8174755411960998,0.5818138719078142,0.6800459615898538,0.970438994707629,0.8522457646798642,0.8920174417824548,0.7380054988610193,0.8623186789560351,0.7290128279873294,0.7616268448927033,0.7431061643764697
172,1.0,1.0,0.8465121394672224,1.0,0.9519911993322112,1.0,0.6473861322685398,0.8208011319373952,0.5754713806743776,0.682432208868225,0.9521602259948969,0.852003479299839,0.8753261800350183,0.7377167768518531,0.8457486838016043,0.7306386127576512,0.7462931039592112,0.7449932154086321
