time,ANG_1,VOL_1,ANG_2,VOL_2,ANG_3,VOL_3,ANG_4,VOL_4,ANG_5,VOL_5,ANG_6,VOL_6,ANG_7,VOL_7,ANG_8,VOL_8,ANG_9,VOL_9
137,1.0,1.0,0.12045351610547599,1.0,0.11557013051243054,1.0,0.10180644880580995,0.21770410410040605,0.10800930006615318,0.18463441894189844,0.115747404975739,0.15952451674308768,0.11993278690461065,0.1334156723069241,0.12053589027069352,0.1460570835464898,0.11986340239010417,0.17723417874710878
187,1.0,1.0,0.10669248657278524,0.75,0.10592160141946733,1.0,0.09429673818349323,0.18040485828885242,0.1060395736511731,0.12327536426194126,0.10615480351502544,0.16455813696389246,0.10861080410493669,0.19550865923605582,0.10724151627115569,0.1763766486935731,0.1041840661664498,0.1625659630604829
139,1.0,1.0,0.1128803615367749,1.0,0.11294806319052168,1.0,0.09615420497334083,0.25841883929938164,0.11166283965242368,0.2352314645722076,0.11338867808760848,0.21726619045446943,0.11515574816424869,0.20328058113890915,0.11369437849663654,0.20597161693709662,0.11025656728922541,0.2220249129936222
51,1.0,1.0,0.07801929827081144,0.75,0.07797008083870262,0.75,0.07598919540610881,0.20449417139475415,0.08627024256136633,0.18744852446010174,0.07829358388694369,0.16291149625503928,0.07552439235484384,0.1513105439822898,0.07857816900198288,0.15223248498976308,0.08924929244731485,0.1745647534107532
169,1.0,1.0,0.07682337967142115,0.75,0.07490822995781221,1.0,0.06937362338985424,0.1644612165208875,0.074391112064823,0.1660787345907528,0.07524835602756215,0.16425461092694146,0.07626091926261044,0.16606412383714295,0.07725304072311188,0.13950368029490956,0.08234869398558953,0.12097427903179894
122,1.0,1.0,0.06774758894614204,0.5,0.06560323322056641,1.0,0.05868333632998006,0.13892118892321587,0.0621986096595104,0.15430062235261233,0.06587944265373684,0.1424698409946043,0.06757802019848742,0.13523325106267253,0.06793214801505906,0.10954890873312347,0.0698250955257575,0.09210254811459422
3,1.0,1.0,0.11902473169063038,0.5,0.11864418655436912,1.0,0.1126641363318963,0.21404565737788714,0.1272760579237543,0.14656529264816956,0.11876743035008679,0.14973768375241361,0.11752583657783189,0.1526830375022378,0.11930693554268372,0.16291577526753082,0.12358863880156486,0.1923872178907643
31,1.0,1.0,0.12698493075803924,0.5,0.1221598195226305,0.75,0.10958878515364635,0.27884873598700194,0.11773457774454536,0.2491017571662653,0.12241967376903459,0.1834491345339358,0.12468458098767968,0.1276361449441004,0.1272307319095315,0.1665630609407467,0.13208311408424375,0.23609246481047974
130,1.0,1.0,0.098875011285227,0.5,0.10067747137631657,1.0,0.0886379360605387,0.18025654866392682,0.10459032284300189,0.17865266166812876,0.1008958738323782,0.15706831227094797,0.1004281009489362,0.14149285305640097,0.09898264398691446,0.12958577309521593,0.09326262100710798,0.12616564694998078
79,1.0,1.0,0.09184267497769256,0.25,0.09179075971185864,1.0,0.09606969364857637,0.22608179999419759,0.10734982155943232,0.21837715996674104,0.09203973857908945,0.15696740004295154,0.08597953997224161,0.11827314581368824,0.09203975484362589,0.13155121149819712,0.10999492102776898,0.17339945739971327
188,1.0,1.0,0.04841015085694435,0.5,0.05589631976884629,1.0,0.04956698672519226,0.1549474429494893,0.07183586199175515,0.14496969850521707,0.056220205632757744,0.14558194430504995,0.05071870306610565,0.1604677231707987,0.04918174374265817,0.1457020239957142,0.04697446320634546,0.14331098715842616
60,1.0,1.0,0.03362414148378334,0.25,0.030017667236504786,0.75,0.033901604650203664,0.048819001119563644,0.029393092893106997,0.030887333761813077,0.030050297794944673,0.05999560791596284,0.03106941000750106,0.0869602988236578,0.033556801788307083,0.05765089111880589,0.04220752416478442,0.0413097333824399
46,1.0,1.0,0.0803114669900308,0.5,0.08770137693184393,1.0,0.0721360755737033,0.12525901794894537,0.0960981113932609,0.15417310099873408,0.08791078695689901,0.14480386937593726,0.08574288355012594,0.1424275179654713,0.08031047443518927,0.10374001445337273,0.06239500749041735,0.0601418101275556
95,1.0,1.0,0.10523469498130772,0.5,0.09886939821170089,1.0,0.0922276544555181,0.20176093821096128,0.0946443168980769,0.1158233674655297,0.09891724599485993,0.11719576237020392,0.10207393190814987,0.11342111900022019,0.10545328018133301,0.14513334603668238,0.11343109678498046,0.20767019895533725
27,1.0,1.0,0.0636796263718695,0.25,0.06892452170982583,1.0,0.06705940272243759,0.12324527744135305,0.08507585616981557,0.130070026246542,0.06900521516568409,0.10110148019230704,0.06309903951571062,0.08848758778850643,0.06353146971109327,0.07623152124972776,0.06330228888548624,0.0776663288499736
143,1.0,1.0,0.09484270718217583,0.5,0.0982235516149808,1.0,0.09126342482871386,0.15592488752462144,0.10935194170865808,0.12846056099386177,0.09837103882979473,0.1391207818356416,0.0959091180437993,0.15175273458258184,0.09501007525372705,0.13147471262938823,0.09194014108155636,0.11744528510313919
43,1.0,1.0,0.1191501118732989,0.0,0.11153868379733017,0.75,0.10193954124183238,0.18846355473764775,0.10181611029583072,0.13764804403740033,0.11162328197498328,0.13542190102496324,0.11704746031379178,0.12538320742469475,0.11909110533495701,0.1321506977783938,0.12286479238797039,0.15688397557405084
157,1.0,1.0,0.07283519713748716,0.5,0.07346711354659348,0.75,0.050064454778854135,0.1370784375339564,0.06358640920767991,0.10600383941072042,0.07353770281456666,0.10239174055090675,0.07813923604285378,0.09484015672784642,0.07294989902663969,0.10767024437880521,0.053656469484025304,0.13672980494376827
105,1.0,1.0,0.10828335054092629,0.5,0.1107950229192347,0.75,0.09904299405919402,0.2423069967094055,0.11846935093839162,0.2000696973997915,0.11118245912940265,0.20343364361350627,0.10999642104527146,0.2101845956237948,0.1091590690817929,0.20756951383299185,0.10839778774634734,0.2174093219307102
13,1.0,1.0,0.032842740413012134,0.5,0.0376209687455959,0.0,0.027270781746114595,0.05933266779997486,0.04099693611539866,0.04892349329442521,0.03776882923257207,0.091665553550712,0.037724134165377766,0.1319428919403214,0.033199359275025805,0.09485102672466186,0.020671154760709222,0.058869927763952744
89,1.0,1.0,0.05902349966013642,0.5,0.05986423490191504,0.5,0.044443835410564264,0.11318850276209332,0.05393008193165021,0.11163441410391199,0.06010986694850699,0.13106060250781346,0.0633627690206062,0.14700775234896943,0.05938969820644663,0.11833625414701407,0.047887550035827293,0.09234538148225635
200,1.0,1.0,0.06645030060234579,0.75,0.06151171211774603,0.25,0.06016317868614038,0.13731154042988525,0.05826353340512415,0.08847596703422757,0.06175363746976549,0.1315211123237389,0.06458109494968674,0.16696065088818338,0.06704415355470894,0.1453246606095829,0.07759120578187047,0.13677608410596584
66,1.0,1.0,0.01689121756594005,0.75,0.01839303478778676,0.5,0.010567238785657554,0.029641582432357955,0.01484898068781854,0.039074731208468605,0.018535079852286095,0.07535340464987843,0.020513404097120852,0.10901232325740562,0.017085026163938852,0.06657499109718774,0.008104405735255418,0.025937488425968856
93,1.0,1.0,0.013265476745111249,0.75,0.014509746971235466,0.5,0.005527510553089769,0.018614026973752626,0.009159742310784607,0.022119179980679998,0.014604690840065717,0.061818061565878095,0.017285960888268014,0.09699361568811282,0.013406290648614096,0.05874416099607057,0.0024171608353190893,0.02365218319527862
176,1.0,1.0,0.0,0.75,0.0,0.5,0.0,0.01620876683629729,0.0,0.009149744104286692,0.0,0.029440712282103626,0.0,0.05310923516064119,0.0,0.03489186726973693,2.4873112720927553E-4,0.03400979653460989
39,1.0,1.0,0.00482869583782026,0.75,0.0070095993927141165,0.75,0.006110107396797708,0.0,0.010274586173821184,0.0,0.0069569612189207975,0.023194821032352077,0.005997995696969286,0.04942661448764894,0.004636103388044132,0.021950509673495152,0.0,0.0056776091677485235
78,1.0,1.0,0.06590050680351532,0.75,0.07225299371455549,0.5,0.06206571170111755,0.19425604405166275,0.08609603395868157,0.1914292553970195,0.0723995357038678,0.11849477474615953,0.06629992630651796,0.07101055173187079,0.06605057651834559,0.10485435336999711,0.06197375343181659,0.16947159823256847
145,1.0,1.0,0.10979497592229936,1.0,0.10044171057376156,0.5,0.09426401825296434,0.15288190072839555,0.0888051867753931,0.10214041398091087,0.1004591764902034,0.11160286920901642,0.10662576810896854,0.1100293612563976,0.10956124112052193,0.10831359491877918,0.11608718867093305,0.12309415482230361
72,1.0,1.0,0.07356948729530517,0.75,0.07523801800678735,0.5,0.060553320947826145,0.09182967435174885,0.07347221510396354,0.08677227817485701,0.07520821594248746,0.08129626687382623,0.07680456817332205,0.07498555177357841,0.07316896280179004,0.06220547709241248,0.057991488643405156,0.05699404251586309
5,1.0,1.0,0.07514732875517131,0.75,0.07510671048048194,0.5,0.0651439720820636,0.20184678911986959,0.07624650001442007,0.16933490628995598,0.07546936347199304,0.1695124775872971,0.0758963326356122,0.17401179829621422,0.07598356548421352,0.17489471401406512,0.07816507140393977,0.19378301819816
131,1.0,1.0,0.06907838482460149,0.75,0.07013423317114391,0.5,0.05132118182947908,0.1625119068531814,0.06543616310330434,0.15011137782835743,0.07024631779591291,0.10909205646784885,0.0719508380760781,0.07599032732013182,0.06915159820694017,0.10070022480793006,0.05689516922520032,0.14924413506722636
155,1.0,1.0,0.08168066329840012,0.75,0.0830095663314201,0.75,0.08750209428461138,0.1692080216882806,0.10048331160987416,0.16655751029347665,0.08300346331171686,0.09266967080284509,0.07582792138465742,0.04324429728932235,0.08121866095088558,0.0636813339193713,0.09358071632840952,0.11497214867350616
112,1.0,1.0,0.10536387986892445,0.75,0.10114650140027705,0.5,0.10135888916492623,0.18721771080868857,0.1071359609824958,0.12135160214885041,0.10109522161834886,0.09673281627266964,0.09991548730978111,0.07648653984240293,0.10515376958695409,0.10660603279342805,0.11733621957041482,0.16897606711555507
6,1.0,1.0,0.13408917884324528,1.0,0.13093368955744186,0.25,0.12137460036038071,0.29039157254324444,0.13207739248140082,0.2478711294541722,0.13134452587499387,0.22480065173452057,0.1325177725222489,0.2058205835442682,0.13482901631437294,0.21785966301442994,0.14271599884419997,0.24940739003911805
